"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"13","RT @Groceryhound: 2nd officer who arrived after #WalterScott shooting #ClarenceHabersham being sued over alleged attack handcuffed man http…",FALSE,0,NA,2015-04-10 01:49:08,FALSE,NA,"586345134607835137",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KevinCarson1",2,TRUE,FALSE,NA,NA
"14","RT @mellberr: <U+2192> http://t.co/Tu7ioJhxEE #WalterScott Walter Scott Walter Scott Shooting: Reformers See Hope in City s Swift Respons… http://…",FALSE,0,NA,2015-04-10 01:49:07,FALSE,NA,"586345128425431040",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","n0icx",8,TRUE,FALSE,NA,NA
"15","RT @ArevaMartin: #MichaelSlager mom apologized to family of #WalterScott and says son ""wasn't raised that way."" http://t.co/FkPRnHa7GK http…",FALSE,0,NA,2015-04-10 01:49:05,FALSE,NA,"586345121647476736",NA,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>","NavyDad0007",4,TRUE,FALSE,NA,NA
"16","RT @deray: 5 Lies Told By The Police #WalterScott http://t.co/YQOx9uXcmN",FALSE,0,NA,2015-04-10 01:49:05,FALSE,NA,"586345119886004224",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>","Best_of_da_Bess",708,TRUE,FALSE,NA,NA
"17","RT @letat_lechat: Walter Scott Was Not the Only One—North Charleston Police Have Stunning Record of Abuse http://t.co/jlQShjWerZ #WalterSco…",FALSE,0,NA,2015-04-10 01:49:04,FALSE,NA,"586345119353176064",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","thenurse75",4,TRUE,FALSE,NA,NA
"18","RT @Bipartisanism: Any easy to follow chart of the five lies told by #NorthCharleston police. #WalterScott http://t.co/rtwneOLRm2",FALSE,0,NA,2015-04-10 01:49:04,FALSE,NA,"586345118279565312",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","victoriamistral",36,TRUE,FALSE,NA,NA
"19","RT @HillaryClinton: Praying for #WalterScott's family. Heartbreaking &amp; too familiar. We can do better - rebuild trust, reform justice syste…",FALSE,0,NA,2015-04-10 01:49:03,FALSE,NA,"586345115318411264",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Alexander_Toll",4381,TRUE,FALSE,NA,NA
"20","RT @deray: Remember, the Miami Gardens police said #LavallHall nearly killed them but the video shows Lavall running away. Reminds me of #W…",FALSE,0,NA,2015-04-10 01:49:02,FALSE,NA,"586345111178477568",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JarradPage44",245,TRUE,FALSE,NA,NA
"21","RT @JesseBenn: I've seen people say if #WalterScott didn't run he'd still be alive. This is wrong. If #MichaelSlager didn't murder him he'd…",FALSE,0,NA,2015-04-10 01:49:00,FALSE,NA,"586345101154201600",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AttyWoods",632,TRUE,FALSE,NA,NA
"22","RT @Bipartisanism: What ""the right to remain silent"" means in America today:
#WalterScott http://t.co/REl5UByDLy",FALSE,0,NA,2015-04-10 01:49:00,FALSE,NA,"586345100554309632",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mr_ge0rg",60,TRUE,FALSE,NA,NA
"23","RT @NBCNews: S.C. investigators felt 'something not right' early in the #WalterScott case  http://t.co/WmWtAorlI1 http://t.co/5K6YJzE3Gy",FALSE,0,NA,2015-04-10 01:48:58,FALSE,NA,"586345091293261825",NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","MatthewKeysLive",4,TRUE,FALSE,NA,NA
"24","RT @Babbsgirl2: ""Family Of #WalterScott To Al #Sharpton  “Keep Away, We Don’t Want Another #Ferguson ""

http://t.co/4rb2XMueSU via @WeaselZ…",FALSE,0,NA,2015-04-10 01:48:57,FALSE,NA,"586345087707258880",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ZWhitesel",21,TRUE,FALSE,NA,NA
"25","<ed><U+00A0><U+00BD><ed><U+00B8><U+0092> RT @NBCNews: S.C. investigators felt 'something not right' early in the #WalterScott case  http://t.co/9oh4Zj4q6e http://t.co/StiRFfOkvA",FALSE,0,NA,2015-04-10 01:48:57,FALSE,NA,"586345086339981314",NA,"<a href=""http://tweetlogix.com"" rel=""nofollow"">Tweetlogix</a>","kanYeBreast",0,FALSE,FALSE,NA,NA
"26","RT @Lilly_Works: Witness Feidin Santanta meets #WalterScott's family during emotional reunion http://t.co/P8LgtRYsic via @blackvoices http:…",FALSE,0,NA,2015-04-10 01:48:56,FALSE,NA,"586345084918071296",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Sausajizzes",166,TRUE,FALSE,NA,NA
"27","RT @deray: Remember, Darren Wilson said that Mike Brown reached for his gun and that's why he killed him. This story reminds me of #WalterS…",FALSE,0,NA,2015-04-10 01:48:54,FALSE,NA,"586345077418528768",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JarradPage44",614,TRUE,FALSE,NA,NA
"28","RT @AntonioFrench: 16 witnesses said #MikeBrown had his hands up when he was shot. But there was no video like in the #WalterScott case. ht…",FALSE,0,NA,2015-04-10 01:48:54,FALSE,NA,"586345074423767040",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KevinCarson1",336,TRUE,FALSE,NA,NA
"29","RT @MollyGrantham: Keep getting asked about videos in #WalterScott case. See them yourself.

Shooting: http://t.co/qevhNR10HH
DashCam: http…",FALSE,0,NA,2015-04-10 01:48:52,FALSE,NA,"586345069403369477",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","WBTV_News",1,TRUE,FALSE,NA,NA
"30","RT @deray: And here is the @TIME Magazine cover, released today. #WalterScott http://t.co/zoeNMzs9SZ",FALSE,0,NA,2015-04-10 01:48:52,FALSE,NA,"586345066018373632",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Martitrinidad",2793,TRUE,FALSE,NA,NA
"31","RT @deray: Remember, Officer Manney said that #DontreHamilton grabbed his baton and that's why he shot him 14 times. Reminds me of #WalterS…",FALSE,0,NA,2015-04-10 01:48:49,FALSE,NA,"586345056052744194",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JarradPage44",353,TRUE,FALSE,NA,NA
"32","RT @andersoncooper: I just shot this video. Mother of #WalterScott, family and friends in her living room singing in the face of grief. htt…",FALSE,0,NA,2015-04-10 01:48:49,FALSE,NA,"586345055121608704",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","glgarner3",788,TRUE,FALSE,NA,NA
"33","RT @akacharleswade: #WalterScott was human. Full stop.",FALSE,0,NA,2015-04-10 01:48:49,FALSE,NA,"586345053687250944",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","4rkain3",20,TRUE,FALSE,NA,NA
"34","RT @deray: And here is the @TIME Magazine cover, released today. #WalterScott http://t.co/zoeNMzs9SZ",FALSE,0,NA,2015-04-10 01:48:48,FALSE,NA,"586345051166531585",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HaiamSaada",2793,TRUE,FALSE,NA,NA
"35","RT @MichaelSkolnik: The background of Michael Slager needs to be vigorously investigated by the media as he is one who is charged with murd…",FALSE,0,NA,2015-04-10 01:48:48,FALSE,NA,"586345049010507776",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","QuanYe",124,TRUE,FALSE,NA,NA
"36","S.C. investigators felt 'something not right' early in the #WalterScott case  http://t.co/WmWtAorlI1 http://t.co/5K6YJzE3Gy",FALSE,2,NA,2015-04-10 01:48:45,FALSE,NA,"586345037711200256",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","NBCNews",4,FALSE,FALSE,NA,NA
"37","RT @alfonslopeztena: #WalterScott http://t.co/0QWWvCeuF8",FALSE,0,NA,2015-04-10 01:48:44,FALSE,NA,"586345035643228160",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SorianoF4i",21,TRUE,FALSE,NA,NA
"38","RT @CoryT_Wilson: The similarities in these pics make me sick.They show no remorse.They don't try 2 save them. #WalterScott #MikeBrown http…",FALSE,0,NA,2015-04-10 01:48:44,FALSE,NA,"586345034053591040",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ore_Oyenuga",1524,TRUE,FALSE,NA,NA
"39","RT @PoliticalDoggy: 300+ yrs of Slavery, KKK, racism. Time to look at hysteria re ""black on white"" crime through a different lens. 
#Walter…",FALSE,0,NA,2015-04-10 01:48:41,FALSE,NA,"586345022796144640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HiJCP",10,TRUE,FALSE,NA,NA
"40","#WalterScott Blacks in North Charleston,SC; time to vote in a new Mayor in the Nov elections and get a new Police Chief as well. #NewJimCrow",FALSE,0,NA,2015-04-10 01:48:41,FALSE,NA,"586345022754283520",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BunBun73",0,FALSE,FALSE,NA,NA
"41","RT @deray: And here is the @TIME Magazine cover, released today. #WalterScott http://t.co/zoeNMzs9SZ",FALSE,0,NA,2015-04-10 01:48:41,FALSE,NA,"586345022171193344",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","askingxallie",2793,TRUE,FALSE,NA,NA
"42","RT @blackvoices: Family of #WalterScott reflect on his death, are left 'grossly traumatized' via @Lilly_Works  http://t.co/REFUp9Uz4Z http:…",FALSE,0,NA,2015-04-10 01:48:40,FALSE,NA,"586345016987123712",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AAWGC",32,TRUE,FALSE,NA,NA
"43","RT @mellberr: <U+2192> http://t.co/Tu7ioJhxEE #WalterScott Walter Scott Walter Scott Shooting: Reformers See Hope in City s Swift Respons… http://…",FALSE,0,NA,2015-04-10 01:48:40,FALSE,NA,"586345016341069824",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","kurokihiako",8,TRUE,FALSE,NA,NA
"44","RT @smitharyy: » http://t.co/dDKjaYvk6p Walter Scott #WalterScott Second officer in Walter Scott video sued over alleged attack on handcuff…",FALSE,0,NA,2015-04-10 01:48:39,FALSE,NA,"586345014663389184",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","kurokihiako",8,TRUE,FALSE,NA,NA
"45",".@Indiegogo: Remove ALL Michael Slager fundraisers from your platform immediately http://t.co/DNiBePZrH0 via @colorofchange #WalterScott",FALSE,0,NA,2015-04-10 01:48:39,FALSE,NA,"586345014524948480",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LilooDallas1",0,FALSE,FALSE,NA,NA
"46","RT @CoryT_Wilson: The similarities in these pics make me sick.They show no remorse.They don't try 2 save them. #WalterScott #MikeBrown http…",FALSE,0,NA,2015-04-10 01:48:39,FALSE,NA,"586345013157724160",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","UzbkaTrues",1524,TRUE,FALSE,NA,NA
"47","RT @mellberr: <U+2192> http://t.co/Tu7ioJhxEE #WalterScott Walter Scott Walter Scott Shooting: Reformers See Hope in City s Swift Respons… http://…",FALSE,0,NA,2015-04-10 01:48:38,FALSE,NA,"586345007763718144",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","lovegunaheart",8,TRUE,FALSE,NA,NA
"48","RT @smitharyy: » http://t.co/dDKjaYvk6p Walter Scott #WalterScott Second officer in Walter Scott video sued over alleged attack on handcuff…",FALSE,0,NA,2015-04-10 01:48:37,FALSE,NA,"586345006257934336",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","lovegunaheart",8,TRUE,FALSE,NA,NA
"49","RT @kwabenasare: #Police in US are more like to #shoot an unarmed #black person than an armed white. Land of the Free, huh? #BlackLivesMatt…",FALSE,0,NA,2015-04-10 01:48:37,FALSE,NA,"586345005595303936",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","t6tina1",12,TRUE,FALSE,NA,NA
"50","RT @ChuckCJohnson: If #WalterScott's violent and deadbeat past is irrelevant why is #MichaelSlager's past important? https://t.co/xtHjaQUzHL",FALSE,0,NA,2015-04-10 01:48:37,FALSE,NA,"586345003711991808",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","cynicalgirl820",5,TRUE,FALSE,NA,NA
"51","RT @mellberr: <U+2192> http://t.co/Tu7ioJhxEE #WalterScott Walter Scott Walter Scott Shooting: Reformers See Hope in City s Swift Respons… http://…",FALSE,0,NA,2015-04-10 01:48:36,FALSE,NA,"586344999043772416",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","smiling_ly",8,TRUE,FALSE,NA,NA
"52","RT @mellberr: <U+2192> http://t.co/Tu7ioJhxEE #WalterScott Walter Scott Walter Scott Shooting: Reformers See Hope in City s Swift Respons… http://…",FALSE,0,NA,2015-04-10 01:48:36,FALSE,NA,"586344998586593281",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","shishava",8,TRUE,FALSE,NA,NA
"53","RT @mellberr: <U+2192> http://t.co/Tu7ioJhxEE #WalterScott Walter Scott Walter Scott Shooting: Reformers See Hope in City s Swift Respons… http://…",FALSE,0,NA,2015-04-10 01:48:36,FALSE,NA,"586344998381039617",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","tanyaqiin",8,TRUE,FALSE,NA,NA
"54","RT @mellberr: <U+2192> http://t.co/Tu7ioJhxEE #WalterScott Walter Scott Walter Scott Shooting: Reformers See Hope in City s Swift Respons… http://…",FALSE,0,NA,2015-04-10 01:48:35,FALSE,NA,"586344997626101760",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","todori3",8,TRUE,FALSE,NA,NA
"55","RT @smitharyy: » http://t.co/dDKjaYvk6p Walter Scott #WalterScott Second officer in Walter Scott video sued over alleged attack on handcuff…",FALSE,0,NA,2015-04-10 01:48:35,FALSE,NA,"586344997349298179",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","smiling_ly",8,TRUE,FALSE,NA,NA
"56","#WalterScott #BlackLivesMatter #Ferguson #ICantBreathe #KendrickJohnson #TrayvonMartin #MikeBrown #JordanDavis … … http://t.co/TjFQJTCdLU",FALSE,0,NA,2015-04-10 01:48:35,FALSE,NA,"586344997173256192",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","JoelleJanuary",0,FALSE,FALSE,NA,NA
"57","RT @smitharyy: » http://t.co/dDKjaYvk6p Walter Scott #WalterScott Second officer in Walter Scott video sued over alleged attack on handcuff…",FALSE,0,NA,2015-04-10 01:48:35,FALSE,NA,"586344996686602241",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","tanyaqiin",8,TRUE,FALSE,NA,NA
"58","RT @smitharyy: » http://t.co/dDKjaYvk6p Walter Scott #WalterScott Second officer in Walter Scott video sued over alleged attack on handcuff…",FALSE,0,NA,2015-04-10 01:48:35,FALSE,NA,"586344996359561216",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","n0icx",8,TRUE,FALSE,NA,NA
"59","RT @smitharyy: » http://t.co/dDKjaYvk6p Walter Scott #WalterScott Second officer in Walter Scott video sued over alleged attack on handcuff…",FALSE,0,NA,2015-04-10 01:48:35,FALSE,NA,"586344995784798208",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","shishava",8,TRUE,FALSE,NA,NA
"60","RT TheHOodRept____: #WalterScott #BlackLivesMatter #Ferguson #ICantBreathe #KendrickJohnson #TrayvonMartin #MikeBr… http://t.co/TjFQJTCdLU",FALSE,0,NA,2015-04-10 01:48:35,FALSE,NA,"586344995378110464",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","JoelleJanuary",0,FALSE,FALSE,NA,NA
"61","RT @smitharyy: » http://t.co/dDKjaYvk6p Walter Scott #WalterScott Second officer in Walter Scott video sued over alleged attack on handcuff…",FALSE,0,NA,2015-04-10 01:48:35,FALSE,NA,"586344994564403200",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","todori3",8,TRUE,FALSE,NA,NA
"62","RT @deray: the right to remain silent. american policing. #WalterScott http://t.co/dfbiX6Y01G",FALSE,0,NA,2015-04-10 01:48:35,FALSE,NA,"586344994094518273",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","danobrienwriter",474,TRUE,FALSE,NA,NA
"63","#WalterScott #MichaelBrown #EricGarner #TrayvonMartin #NoJusticeNoPeace https://t.co/jzBttNSW1R http://t.co/TjFQJTCdLU",FALSE,0,NA,2015-04-10 01:48:34,FALSE,NA,"586344993981358080",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","JoelleJanuary",0,FALSE,FALSE,NA,NA
"64","Jet Mag covers #ShutDownA14… @CornelWest @Carl_Dix STOP MURDER BY POLICE! JOIN A PROTEST APRIL 14. #WalterScott https://t.co/jO7f346X7X",FALSE,0,NA,2015-04-10 01:48:34,FALSE,NA,"586344993159118848",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","futureup2us",0,FALSE,FALSE,NA,NA
"65","#WalterScott #BlackLivesMatter #Ferguson #ICantBreathe #KendrickJohnson #TrayvonMartin #MikeBrown #JordanDavis … http://t.co/TjFQJTCdLU",FALSE,0,NA,2015-04-10 01:48:34,FALSE,NA,"586344993134141440",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","JoelleJanuary",0,FALSE,FALSE,NA,NA
"66","RT @deray: And here is the @TIME Magazine cover, released today. #WalterScott http://t.co/zoeNMzs9SZ",FALSE,0,NA,2015-04-10 01:48:34,FALSE,NA,"586344992198672385",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alynnawiley",2793,TRUE,FALSE,NA,NA
"67","A picture worth a thousand words <ed><U+00A0><U+00BD><ed><U+00B8><U+00A2> RT

""He went for my gun.""

""I feared for my life.""

#WalterScott http://t.co/sCxmPt0wr6""",FALSE,0,NA,2015-04-10 01:48:34,FALSE,NA,"586344991779241984",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Just_Daja",0,FALSE,FALSE,NA,NA
"68","Witness Who Recorded #PoliceShooting Meets With #WalterScott's Family During #Emotional Reunion #HuffPost #Crime #… http://t.co/wEinBHQpeg",FALSE,0,NA,2015-04-10 01:48:34,FALSE,NA,"586344991666077696",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","JoelleJanuary",0,FALSE,FALSE,NA,NA
"69","RT whoisnatespears: #Rip #TrayvonMartin #Rip #WalterScott http://t.co/xOl608CI7Z http://t.co/TjFQJTCdLU http://t.co/TjFQJTCdLU",FALSE,0,NA,2015-04-10 01:48:33,FALSE,NA,"586344987685740544",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","JoelleJanuary",0,FALSE,FALSE,NA,NA
"70","#TimeMagazine #BlackLivesMatter #WalterScott #rip your death won't be in vain!  #TrayvonMartin #MikeBrown #EricGar… http://t.co/TjFQJTCdLU",FALSE,0,NA,2015-04-10 01:48:33,FALSE,NA,"586344986851049474",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","JoelleJanuary",0,FALSE,FALSE,NA,NA
"71","#Rip #TrayvonMartin #Rip #WalterScott http://t.co/xOl608CI7Z http://t.co/TjFQJTCdLU http://t.co/TjFQJTCdLU",FALSE,0,NA,2015-04-10 01:48:33,FALSE,NA,"586344985823436800",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","JoelleJanuary",0,FALSE,FALSE,NA,NA
"72","RT @NewDay: See images of reactions to the #WalterScott shooting &amp; get today's top headlines http://t.co/j4ieosaQTt #5Things http://t.co/Sq…",FALSE,0,NA,2015-04-10 01:48:32,FALSE,NA,"586344985370439680",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Ally_boo9466",209,TRUE,FALSE,NA,NA
"73","RT brotherabdul: Dear Black People, The police can't be trusted #WalterScott #MikeBrown #TrayvonMartin #EricGarner… http://t.co/TjFQJTCdLU",FALSE,0,NA,2015-04-10 01:48:32,FALSE,NA,"586344984938471424",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","JoelleJanuary",0,FALSE,FALSE,NA,NA
"74","RT @AmyAlex63: RT @andymarlette: New cartoon: Father and son #WalterScott #BlackinAmerica (h/t @deray)  http://t.co/FzFKYvrvDk",FALSE,0,NA,2015-04-10 01:48:32,FALSE,NA,"586344983961010176",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RLBillionaire",30,TRUE,FALSE,NA,NA
"75","Reading that people are donating money to #FeidinSantana gave me chills. He deserves it, as does #WalterScott's family.",FALSE,0,NA,2015-04-10 01:48:30,FALSE,NA,"586344977128534018",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Bookmark_Terry",0,FALSE,FALSE,NA,NA
"76","RT @Delo_Taylor: ""He charged at me.""

""He reached into his waistband.""

""He went for my gun.""

""I feared for my life.""

#WalterScott http:/…",FALSE,0,NA,2015-04-10 01:48:29,FALSE,NA,"586344971927707650",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AleshaMarie5",3896,TRUE,FALSE,NA,NA
"77","RT @CoryT_Wilson: The similarities in these pics make me sick.They show no remorse.They don't try 2 save them. #WalterScott #MikeBrown http…",FALSE,0,NA,2015-04-10 01:48:29,FALSE,NA,"586344969314512896",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ItsChikaeze",1524,TRUE,FALSE,NA,NA
"78","RT @thehill: WATCH: Video shows traffic stop prior to #WalterScott shooting http://t.co/s31sr24Pzz http://t.co/0Ra6Ts1CvH",FALSE,0,NA,2015-04-10 01:48:28,FALSE,NA,"586344968609992704",NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","CrysCelestial",14,TRUE,FALSE,NA,NA
"79","RT @Bipartisanism: THIS AIRED 23 YEARS AGO. 23 YEARS AND NOTHING HAS CHANGED #WalterScott http://t.co/qUc1jjedOD",FALSE,0,NA,2015-04-10 01:48:28,FALSE,NA,"586344965418127361",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","darthhadder",817,TRUE,FALSE,NA,NA
